service_type,service_subtype,district,month,source_system,sla_hours,out_of_hours,accessibility_need,duplicate_signal,days_open,previous_contacts,vulnerability_flag,deprivation_band,channel,urgency_text,priority
council_tax,bill_query,Harlow,9,web_form,168,False,False,False,10,1,False,high,web,moving home notification; previous contact history needs review; resident asks for reasonable adjustment,low
children_services,school_transport,Braintree,5,contact_centre,24,False,True,False,8,8,True,medium,phone,resident in Braintree reports family crisis today; resident asks for reasonable adjustment,high
adult_social_care,blue_badge_or_mobility,Rochford,5,contact_centre,24,True,True,False,0,4,True,low,phone,resident in Rochford reports resident left without support,high
council_tax,single_person_discount,Colchester,9,case_portal,168,False,False,False,1,3,False,medium,web,discount evidence supplied; previous contact history needs review,low
adult_social_care,care_package_breakdown,Tendring,11,contact_centre,48,False,False,False,3,5,False,high,phone,care package breakdown case from contact centre; linked case may exist,high
children_services,safeguarding_child,Colchester,5,contact_centre,8,False,False,True,13,4,True,medium,phone,resident in Colchester reports family needs early help,high
council_tax,payment_plan,Epping Forest,5,contact_centre,72,False,False,False,15,6,False,high,phone,payment plan needed; previous contact history needs review,medium
adult_social_care,blue_badge_or_mobility,Epping Forest,11,shared_mailbox,240,False,True,False,10,1,True,medium,email,resident in Epping Forest reports information about support options; resident asks for reasonable adjustment; linked case may exist,high
council_tax,recovery_or_summons,Rochford,2,shared_mailbox,168,False,False,False,12,2,False,low,email,resident in Rochford reports bill dispute repeated,medium
benefits,cost_of_living_support,Epping Forest,2,contact_centre,168,False,False,False,9,0,False,medium,phone,cost of living support case from contact centre,low
children_services,family_support,Braintree,11,shared_mailbox,168,True,False,False,0,0,False,high,email,school admission query; officer should check supporting evidence,low
housing,no_heating_or_hot_water,Epping Forest,2,contact_centre,8,False,False,False,13,4,False,medium,phone,unsafe electrics; officer should check supporting evidence; resident asks for reasonable adjustment,high
adult_social_care,carer_support,Tendring,10,case_portal,4,False,False,False,16,4,False,medium,in_person,carer support case from case portal,high
highways,pothole_or_carriageway,Maldon,2,web_form,48,False,False,False,7,1,False,medium,web,drain blocked after rain; previous contact history needs review,low
housing,damp_mould_or_disrepair,Harlow,4,contact_centre,240,False,False,False,0,1,False,medium,phone,general housing enquiry; previous contact history needs review,low
benefits,housing_benefit_query,Rochford,1,web_form,240,False,False,False,6,1,False,low,web,resident in Rochford reports benefit calculation query,low
children_services,safeguarding_child,Basildon,10,shared_mailbox,4,False,False,False,0,1,False,high,email,safeguarding child case from shared mailbox,high
children_services,early_help,Uttlesford,3,contact_centre,120,False,False,False,5,1,False,medium,phone,SEND support delayed; officer should check supporting evidence,medium
highways,footway_defect,Rochford,7,web_form,336,False,False,False,11,2,False,low,web,request for inspection update; previous contact history needs review,low
highways,permit_or_roadworks,Epping Forest,7,web_form,48,False,False,False,14,3,False,medium,web,unsafe road defect near school; officer should check supporting evidence,medium
benefits,cost_of_living_support,Harlow,5,teams_referral,336,False,True,False,6,0,True,high,in_person,resident in Harlow reports change of circumstances form,medium
children_services,early_help,Colchester,3,contact_centre,48,False,False,True,6,3,False,medium,phone,early help case from contact centre; resident asks for reasonable adjustment,medium
highways,pothole_or_carriageway,Basildon,7,shared_mailbox,72,True,False,True,12,2,False,high,email,resident in Basildon reports street light out on footpath; resident asks for reasonable adjustment,medium
council_tax,move_in_or_move_out,Braintree,10,web_form,336,False,False,False,7,0,False,medium,web,single person discount update; previous contact history needs review,low
adult_social_care,carer_support,Basildon,7,contact_centre,120,False,False,False,8,2,False,high,phone,carer support case from contact centre,medium
benefits,cost_of_living_support,Harlow,11,shared_mailbox,72,False,False,True,7,3,True,high,email,appeal deadline approaching; officer should check supporting evidence,high
highways,footway_defect,Maldon,11,web_form,168,False,False,False,12,1,False,medium,web,roadworks update; officer should check supporting evidence; linked case may exist,low
highways,pothole_or_carriageway,Tendring,11,contact_centre,72,False,False,False,10,3,False,medium,phone,street light out on footpath; officer should check supporting evidence; resident asks for reasonable adjustment,medium
highways,flooding_or_drainage,Basildon,7,web_form,72,False,False,False,12,3,False,high,web,resident in Basildon reports drain blocked after rain,medium
children_services,send_support,Basildon,4,teams_referral,336,False,False,False,0,1,False,high,in_person,resident in Basildon reports fostering information request,medium
children_services,school_admission,Chelmsford,5,web_form,240,False,True,False,10,2,True,medium,web,resident in Chelmsford reports school admission query,high
benefits,cost_of_living_support,Epping Forest,11,web_form,48,False,False,False,7,2,False,medium,web,payment delayed; previous contact history needs review,low
children_services,school_transport,Basildon,1,web_form,168,False,False,False,3,1,False,high,web,school admission query; previous contact history needs review,low
children_services,school_admission,Tendring,12,web_form,336,False,False,False,2,4,False,high,web,school admission case from web form; linked case may exist,medium
highways,permit_or_roadworks,Tendring,9,web_form,24,False,False,False,5,2,False,high,web,carriageway flooding; officer should check supporting evidence,medium
children_services,school_transport,Harlow,7,shared_mailbox,168,False,False,False,5,2,False,high,email,school admission query; previous contact history needs review,medium
council_tax,bill_query,Basildon,6,case_portal,48,False,False,False,10,1,False,high,web,resident in Basildon reports summons received; resident asks for reasonable adjustment,medium
highways,pothole_or_carriageway,Castle Point,10,case_portal,72,False,False,False,0,4,False,medium,web,pothole or carriageway case from case portal,low
highways,winter_or_obstruction,Tendring,3,web_form,336,False,False,False,7,0,False,high,web,roadworks update; previous contact history needs review,low
children_services,safeguarding_child,Tendring,10,case_portal,24,False,False,False,4,1,True,high,in_person,family crisis today; previous contact history needs review,high
highways,pothole_or_carriageway,Chelmsford,5,shared_mailbox,168,False,False,False,2,3,False,medium,email,pothole or carriageway case from shared mailbox; linked case may exist,low
children_services,family_support,Rochford,12,contact_centre,48,False,False,True,9,3,False,low,phone,school transport issue; officer should check supporting evidence; linked case may exist,medium
adult_social_care,financial_assessment,Harlow,8,case_portal,168,False,False,False,4,0,True,high,in_person,financial assessment case from case portal; linked case may exist,medium
waste,garden_waste,Basildon,1,case_portal,168,False,False,False,4,0,False,high,in_person,container request; previous contact history needs review,low
housing,temporary_accommodation,Colchester,6,shared_mailbox,168,False,False,False,3,0,True,medium,email,temporary accommodation query; previous contact history needs review,low
housing,routine_repair_update,Rochford,9,contact_centre,72,False,False,False,0,1,False,low,phone,repeat repair; previous contact history needs review,low
council_tax,bill_query,Colchester,6,web_form,168,False,False,False,11,0,False,medium,web,resident in Colchester reports direct debit question; resident asks for reasonable adjustment,low
benefits,evidence_request,Chelmsford,11,case_portal,48,False,False,True,7,2,True,high,web,resident in Chelmsford reports appeal deadline approaching,medium
adult_social_care,care_package_breakdown,Maldon,12,contact_centre,24,False,False,False,9,1,True,medium,phone,resident in Maldon reports care package failing; linked case may exist,high
housing,no_heating_or_hot_water,Maldon,11,shared_mailbox,8,False,False,False,14,7,True,medium,email,no heating or hot water case from shared mailbox,high
council_tax,payment_plan,Braintree,4,web_form,168,False,False,False,11,0,False,medium,web,payment plan case from web form,low
council_tax,bill_query,Tendring,5,case_portal,120,False,False,False,1,1,False,high,web,payment plan needed; officer should check supporting evidence,low
children_services,school_admission,Basildon,12,contact_centre,48,False,False,False,2,3,False,high,phone,SEND support delayed; officer should check supporting evidence,medium
